"Cycles","BIC","AIC","AUC","psAUC","c.Threshold","Type I","Type II","Policy Loss Function","Std.AUC","Std.psAUC","Std.Type I","Std.Type II","Std.Loss Function","c.Threshold.1","Type I.1","Type II.1","Policy Loss Function.1","Std.Type I.1","Std.Type II.1","Std.Loss Function.1"
"null",0,0,0.5,0.5,NA,1,0,1,0,0,0,0,0,NA,1,0,1,0,0,0
"c.bn3_r15",-46.2773819039322,-51.3506516213919,0.736523892773894,0.630812937062937,0.509484155838874,0.344405594405594,0.333333333333333,0.229726324568982,0.0471440132282935,0.045572730840588,0.0138310350363921,0.0710388321995462,0.0529886216341278,0.509484155838874,0.344405594405594,0.333333333333333,0.229726324568982,0.0107035821321536,0,0.0181698920460159
"c.poly3",5.38621358819529,0.31294387073558,0.573742229992229,0.604589160839161,1.77347575269004,0.527972027972028,0.333333333333333,0.389865573432007,0.0358072644730103,0.0269936536677608,0.0153863993149707,0.0779478458049887,0.0660875384459092,1.77347575269004,0.527972027972028,0.333333333333333,0.389865573432007,0.0107035821321536,0,0.017982766484265
"c.bn2_r15",-13.2062426117791,-18.2795123292389,0.687888500388502,0.587937062937063,0.201971954580517,0.411713286713287,0.333333333333333,0.280618941567368,0.0505384380348099,0.0490622658591409,0.0142770176252319,0.0708616780045351,0.0550607464802076,0.201971954580517,0.411713286713287,0.333333333333333,0.280618941567368,0.00557478236049665,0,0.0107256083701513
"c.poly4_r20",7.07317809933312,1.99990838187341,0.504006410256405,0.58159965034965,-1.20341562727873,0.618006993006993,0.333333333333333,0.493043754516657,0.0339231543320844,0.0161604578457257,0.0147230002140716,0.0708616780045351,0.0615276107282066,-1.20341562727873,0.618006993006993,0.333333333333333,0.493043754516657,0.0111495647209933,0,0.0182252500247006
"1_sided weighted_cycle",6.20936645374093,1.13609673628122,0.532488344988339,0.581118881118881,-0.332397271126195,0.636363636363636,0.333333333333333,0.516069788797062,0.0402306108212891,0.0183541347045812,0.0140484515484515,0.0708616780045351,0.0611964863208411,-0.332397271126195,0.636363636363636,0.333333333333333,0.516069788797062,0.0102575995433138,0,0.017556276141441
"c.linear",-9.36761468447457,-14.4408844019343,0.578671328671333,0.57736013986014,-0.372010008340286,0.618006993006993,0.333333333333333,0.493043754516657,0.0470959506944171,0.0198261559868703,0.0142714428428714,0.0708616780045351,0.0609191116600374,-0.372010008340286,0.618006993006993,0.333333333333333,0.493043754516657,0.0111495647209933,0,0.0179913430725119
"c.bn2_r20",-16.6410977933384,-21.7143675107981,0.67603923853924,0.575131118881119,0.147031713762197,0.451048951048951,0.333333333333333,0.31455626735347,0.0519482410415055,0.0467757688739831,0.0144944341372913,0.0708616780045351,0.0563924273678061,0.147031713762197,0.451048951048951,0.333333333333333,0.31455626735347,0.00602076494933638,0,0.011552079601218
"c.hamilton13",6.57491601903848,1.50164630157877,0.5468142968143,0.570979020979021,3.61099430715187,0.620629370629371,0.333333333333333,0.49629192679892,0.0386424812508165,0.0214096729163693,0.0147230002140716,0.0779478458049887,0.0680490040561528,3.61099430715187,0.620629370629371,0.333333333333333,0.49629192679892,0.0104805908377337,0,0.0179837410965658
"c.ma",-11.6400795134784,-16.7133492309381,0.557194541569539,0.545738636363636,0.349999999999994,0.679195804195804,0.333333333333333,0.572418051548296,0.0545696985518192,0.0163010817307692,0.0136024689596118,0.0779478458049887,0.0725722573536218,0.349999999999994,0.679195804195804,0.333333333333333,0.572418051548296,0.00936563436563437,0,0.0163898601398601
"c.hamilton28_panel",-7.86869498898523,-12.9419647064449,0.539189976689982,0.538374125874126,-1.60239738486077,0.692307692307692,0.333333333333333,0.590401051939513,0.0521856306653229,0.017005873590695,0.013379477665192,0.0779478458049887,0.0683254432109744,-1.60239738486077,0.692307692307692,0.333333333333333,0.590401051939513,0.0104805908377337,0,0.017800513984018
"c.quad",6.19965365715052,1.12638393969081,0.465423465423465,0.533435314685315,-4.78459654465826,0.715909090909091,0.333333333333333,0.623636937557392,0.047394319635309,0.0135489510489511,0.013379477665192,0.0779478458049887,0.0689569919818837,-4.78459654465826,0.715909090909091,0.333333333333333,0.623636937557392,0.0107035821321536,0,0.0178704911472145
"c.hamilton13_panelr15",-1.66600149528284,-6.73927121274255,0.508716977466978,0.527447552447552,-1.97550327651216,0.738636363636364,0.333333333333333,0.656694788797062,0.0549894467863908,0.013514666137434,0.012493087269873,0.0779478458049887,0.0682341416524632,-1.97550327651216,0.738636363636364,0.333333333333333,0.656694788797062,0.00936563436563436,0,0.0164881010597794
"c.hp25k_r15",3.64199164231604,-1.43127807514367,0.501772533022532,0.52652972027972,-2.55832984380292,0.763111888111888,0.333333333333333,0.693450864888802,0.0558151298433121,0.0106386359176538,0.0127105037819324,0.0708616780045351,0.0587777825514047,-2.55832984380292,0.763111888111888,0.333333333333333,0.693450864888802,0.0104805908377337,0,0.0179837410965658
"c.hp25k",3.94655391176826,-1.12671580569145,0.497450466200465,0.52465034965035,-2.54234862129535,0.762237762237762,0.333333333333333,0.692117517292343,0.0560131312314458,0.010203245415299,0.0127105037819324,0.0779478458049887,0.0691657539367121,-2.54234862129535,0.762237762237762,0.333333333333333,0.692117517292343,0.0102575995433138,0,0.0175742090077754
"c.hp3k",3.36782760074425,-1.70544211671546,0.527632090132088,0.523513986013986,-1.36220359987317,0.725524475524476,0.333333333333333,0.637496875696176,0.0555881215048639,0.0148746342942771,0.0129334950763522,0.0708616780045351,0.0620714932444869,-1.36220359987317,0.725524475524476,0.333333333333333,0.637496875696176,0.00936563436563436,0,0.0167009563862711
"c.hp3k_r20",3.37026891075664,-1.70300080670307,0.527559246309244,0.52347027972028,-1.36705999956386,0.725524475524476,0.333333333333333,0.637496875696176,0.0556112513988151,0.0141981344548308,0.0131620611531326,0.0779478458049887,0.0689100252932823,-1.36705999956386,0.725524475524476,0.333333333333333,0.637496875696176,0.00891965177679463,0,0.0159212665456422
"c.hamilton13_panel",-1.62944325604701,-6.70271297350672,0.516632672882672,0.522246503496503,-2.68461971140851,0.744755244755245,0.333333333333333,0.665771485701556,0.0553589219477857,0.0129580241187384,0.0127105037819323,0.0708616780045351,0.0622256769104713,-2.68461971140851,0.744755244755245,0.333333333333333,0.665771485701556,0.0091426430712145,0,0.0161195026876221
"c.hp400k",-0.70150104517603,-5.77477076263574,0.492764180264181,0.521722027972028,-4.69865402392952,0.777972027972028,0.333333333333333,0.716351587418021,0.0543851448917066,0.010023458684173,0.0120415298986728,0.0708616780045351,0.0581035457617209,-4.69865402392952,0.777972027972028,0.333333333333333,0.716351587418021,0.010034608248894,0,0.0171833894751602
"c.hamilton28_panelr20",-4.99861550682675,-10.0718852242865,0.512310606060609,0.521328671328671,-2.258683392452,0.707167832167832,0.333333333333333,0.611197453964062,0.0544011801042697,0.015086754763094,0.0136024689596118,0.0779478458049887,0.069050359840299,-2.258683392452,0.707167832167832,0.333333333333333,0.611197453964062,0.00981719173683456,0,0.0170597305446099
"c.hamilton28_panelr15",-3.39142993791052,-8.46469965537023,0.498664529914531,0.516215034965035,-2.54265067057896,0.743006993006993,0.333333333333333,0.663170502768405,0.0546141124873447,0.0142842648423006,0.0129334950763522,0.0779478458049887,0.069019367169134,-2.54265067057896,0.743006993006993,0.333333333333333,0.663170502768405,0.010034608248894,0,0.0175167068820291
"c.hp400k_r15",5.06033874589883,-0.012930971560877,0.477734071484074,0.514685314685315,-4.23416154787502,0.781468531468531,0.333333333333333,0.721804176786694,0.0544992237800166,0.00963350265805623,0.0122645211930926,0.0779478458049887,0.0689365251235672,-4.23416154787502,0.781468531468531,0.333333333333333,0.721804176786694,0.0104805908377337,0,0.017800513984018
"c.stm_r15",4.75668539316013,-0.316584324299583,0.478025446775448,0.512893356643357,-4.08853023795596,0.785839160839161,0.333333333333333,0.728654297819508,0.0554701290779337,0.00925525367489654,0.0120415298986728,0.0708616780045351,0.0622087186564376,-4.08853023795596,0.785839160839161,0.333333333333333,0.728654297819508,0.010034608248894,0,0.0171833894751602
"c.hp221k",1.59020806590155,-3.48306165155816,0.478705322455325,0.512325174825175,-4.28303798958999,0.784090909090909,0.333333333333333,0.725909664830119,0.0556905385148451,0.00907797559583277,0.0120415298986728,0.0779478458049887,0.06870437247352,-4.28303798958999,0.784090909090909,0.333333333333333,0.725909664830119,0.00981719173683459,0,0.0169056933141238
"c.stm_r20",3.13968449266252,-1.93358522479718,0.476762820512823,0.509527972027972,-3.76401793287822,0.792832167832168,0.333333333333333,0.739693957460566,0.0567970910672081,0.00873094539389182,0.0122700959754531,0.0779478458049887,0.069266723649247,-3.76401793287822,0.792832167832168,0.333333333333333,0.739693957460566,0.0100401830312544,0,0.0173686828876121
"c.hp125k",3.07744713146087,-1.99582258599884,0.473994755244758,0.509353146853147,-4.20881680134437,0.795454545454545,0.333333333333333,0.743859044995409,0.0564171153707578,0.00879756404309977,0.0120415298986728,0.0708616780045351,0.0624613381648014,-4.20881680134437,0.795454545454545,0.333333333333333,0.743859044995409,0.0104805908377337,0,0.0180387092303301
"c.stm",3.19320831841139,-1.88006139904832,0.475670163170166,0.508697552447552,-3.682090592123,0.791958041958042,0.333333333333333,0.738308651333127,0.0569535121282498,0.0085302532289139,0.0127105037819324,0.0779478458049887,0.0699434945527394,-3.682090592123,0.791958041958042,0.333333333333333,0.738308651333127,0.010034608248894,0,0.01739390573213
"c.hp400k_r20",4.1477617327696,-0.925507984690114,0.459644522144524,0.508129370629371,-5.09002426582872,0.800699300699301,0.333333333333333,0.75223048125146,0.0553211806051686,0.00822921498144712,0.011606696874554,0.0708616780045351,0.0618913069223175,-5.09002426582872,0.800699300699301,0.333333333333333,0.75223048125146,0.0104805908377337,0,0.0179470956740562
"c.bn4",-42.1713182350477,-47.2445879525074,0.547858391608384,0.498426573426573,-0.547575173470798,0.749125874125874,0.333333333333333,0.672300686395966,0.0605949531789586,0.0187365647745112,0.0129334950763522,0.0779478458049887,0.0691776442067817,-0.547575173470798,0.749125874125874,0.333333333333333,0.672300686395966,0.00825625267589552,0,0.0150331999389923
"c.bn6_r20",-9.53396965632419,-14.6072393737839,0.529598873348878,0.49645979020979,-0.485854498427372,0.690559440559441,0.333333333333333,0.587983452056879,0.0545365014603329,0.031811380583702,0.0138254602540317,0.0779478458049887,0.0688946167946335,-0.485854498427372,0.690559440559441,0.333333333333333,0.587983452056879,0.00646674753817611,0,0.0123060396771061
"c.bn6",-19.245293820832,-24.3185635382918,0.535159285159291,0.491127622377622,-0.485854498427372,0.711538461538462,0.333333333333333,0.617398093359632,0.0559582178586638,0.0319563249250749,0.013379477665192,0.0708616780045351,0.062344384688707,-0.485854498427372,0.711538461538462,0.333333333333333,0.617398093359632,0.00646674753817611,0,0.0123173451797952
