"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
0.712028166707607,0.705846229427659,0.71198722672562,0.713092606239253,0.708456153279293,0.699382829771555,0.672162859248342,0.681466470154753,0.689618644067797,0.689019896831245,0.694224392041268,0.688973839351511
0.00298115842850261,0.00335197620636441,0.00335445523197707,0.00320717631771612,0.00410662552248502,0.00356014641755299,0.00409064655153671,0.00379683811869479,0.0036850809533446,0.00321096545991432,0.00304359211125813,0.00323705375416247
0.603038847446442,0.590530037879944,0.599833130836487,0.602798163890839,0.573999047279358,0.577015459537506,0.543877303600311,0.557243645191193,0.565765738487244,0.573394477367401,0.582152962684631,0.575511574745178
0.818325698375702,0.811646282672882,0.815804481506348,0.819094181060791,0.822588682174683,0.812574207782745,0.790820062160492,0.797830641269684,0.801509916782379,0.79880952835083,0.800258100032806,0.79795777797699
0.687791697371653,0.682141979857529,0.677720461802997,0.690657496110702,0.701869933677229,0.698093220338983,0.675617170228445,0.662905305821665,0.671518054532056,0.678749078850405,0.682617907148121,0.682848194546794
0.00360425792758533,0.00376665186003396,0.00430976210595607,0.00460578299629713,0.00599933320209277,0.00555725192573366,0.00518269752372977,0.00542726486728951,0.00529027467619591,0.00472808259975238,0.00413517256952342,0.00396800361270353
0.572025060653687,0.564400374889374,0.549514591693878,0.555277347564697,0.535969138145447,0.535836756229401,0.517815768718719,0.495889186859131,0.508277952671051,0.522421538829803,0.538569808006287,0.540877342224121
0.80898380279541,0.800635635852814,0.806088626384735,0.821491122245789,0.841928124427795,0.835419416427612,0.811209917068481,0.79896354675293,0.806603789329529,0.803502798080444,0.801861166954041,0.802207827568054
0.688037337263572,0.68144600016376,0.67882584131663,0.689715876525014,0.69933677229182,0.69463890935888,0.673406411201179,0.659220707442889,0.668938835666912,0.677551584377303,0.682157332350774,0.679624170965365
0.00364937915420057,0.00380375262224329,0.00426124843047882,0.00465571625219554,0.00605247290694074,0.00561719815116324,0.00521428410896456,0.00543047435474847,0.00524283319575975,0.00468214873564268,0.00414718708874478,0.00393288770924385
0.571981549263,0.562584042549133,0.55175507068634,0.552987277507782,0.530949950218201,0.532824873924255,0.516911447048187,0.494725197553635,0.506162285804749,0.520645618438721,0.537490606307983,0.538565099239349
0.809512168169022,0.802527248859406,0.806216597557068,0.821373462677002,0.842664420604706,0.833854556083679,0.810055375099182,0.797945201396942,0.802088499069214,0.80383175611496,0.801813423633575,0.796976268291473
0.687791697371653,0.681978219929583,0.678129861622861,0.689715876525014,0.69855379513633,0.694869196757553,0.674327560795873,0.660740604274134,0.670965364775239,0.678518791451732,0.683446941783346,0.682756079587325
0.00367679241487945,0.00386734529149034,0.00437307989314613,0.00463617094374058,0.00605930555662749,0.00562716936223875,0.00524114131813966,0.00547141526465626,0.00530147419824153,0.00476182649789803,0.00415496666065932,0.00398326194606293
0.569429516792297,0.563629567623138,0.548440337181091,0.551568329334259,0.529321014881134,0.532671391963959,0.51834911108017,0.495528995990753,0.50499439239502,0.523820221424103,0.536557734012604,0.542788445949554
0.808697402477264,0.803454220294952,0.805533885955811,0.820312142372131,0.83974301815033,0.835299611091614,0.812776744365692,0.800348460674286,0.805142819881439,0.806740462779999,0.798610031604767,0.802902817726135
0.686891017767952,0.681077540325882,0.678416441496766,0.688774256939327,0.69707995578482,0.693211127487104,0.673544583640383,0.661201179071481,0.672669491525424,0.678564848931467,0.682848194546794,0.683446941783346
0.00371766401897702,0.00385899398249079,0.00438443759543619,0.00462371572150782,0.0060326364259771,0.00561207576986109,0.0052501437603462,0.00543627492773892,0.00529369316318276,0.00474562390400564,0.00417094994430789,0.00394244611310872
0.56809937953949,0.562993586063385,0.544361233711243,0.551157593727112,0.527394115924835,0.528369426727295,0.515759289264679,0.494597584009171,0.507521152496338,0.52144330739975,0.535490334033966,0.545527398586273
0.808697402477264,0.804731905460358,0.804457604885101,0.819486081600189,0.838586270809174,0.830122709274292,0.814102590084076,0.801366925239563,0.807165265083313,0.808877646923065,0.80015641450882,0.803149580955505
0.687382297551789,0.681609760091705,0.67825268156882,0.690289036272824,0.699751289609433,0.695283714075166,0.674465733235077,0.661016949152542,0.670596904937362,0.678564848931467,0.682986366985999,0.682433677229182
0.0036542145787375,0.00382217205309858,0.00432375938154166,0.00461370373678914,0.00601288653247469,0.00560135435343063,0.00521232341967968,0.00541784946617272,0.00525605595025151,0.00471850321385569,0.00414891228177119,0.00396817460813994
0.569329679012299,0.562788009643555,0.550784170627594,0.553696811199188,0.531283378601074,0.534059345722198,0.519146323204041,0.49764683842659,0.506674766540527,0.521021008491516,0.538100600242615,0.542574763298035
0.807930946350098,0.802261590957642,0.805828988552094,0.82026869058609,0.841612756252289,0.835858583450317,0.81190037727356,0.800285756587982,0.803585529327393,0.806378424167633,0.801633477210999,0.802242875099182
